idx,level,strategy,context,response,word_count,input_tokens,output_tokens,latency_seconds,meta_commentary_stripped,leading_header_stripped,condition,true_label,pred_label,correct
863,4,Reflection of feelings,[seeker] Yes it is but I should be leaving her and moving on. Problem is she is a 9 and I'm a 5 and I love her. Pretty sure she is cheating though so hopefully if I ignore it she may just leave things as they are.,It sounds like you're torn between deep feelings for someone you love and the painful reality of what you suspect is happening—caught between wanting to stay and knowing you probably should go.,32,427,39,1.062,False,False,predicted,Self-disclosure,Reflection of feelings,False
865,2,Providing Suggestions,[seeker] What happened out of interest when you had the conversation? [supporter] Ignoring this will NOT help things. There is NO relief in pretending a question or concern does not exist.,I'd suggest gently bringing up what's bothering you with them again. Sometimes we need a second conversation to really work through things. Would you feel comfortable trying that approach?,29,135,39,1.214,False,False,predicted,Self-disclosure,Providing Suggestions,False
865,4,Providing Suggestions,[seeker] What happened out of interest when you had the conversation? [supporter] Ignoring this will NOT help things. There is NO relief in pretending a question or concern does not exist.,"Rather than avoiding this, what if you took time this week to write down what you'd want to say, then shared it directly with them?",25,441,32,1.084,False,False,predicted,Self-disclosure,Providing Suggestions,False
871,2,Others,[seeker] not at all. I appreciate your candour.,"I'm glad that helps. How are you doing with everything right now? Is there anything else on your mind you'd like to talk through, or would you prefer to take a break?",32,107,41,1.198,False,False,predicted,Question,Others,False
871,4,Others,[seeker] not at all. I appreciate your candour.,That's kind of you to say. I'm glad we could talk through this together.,14,330,21,0.917,False,False,predicted,Question,Others,False
875,2,Reflection of feelings,"[seeker] Yes, thank you. I decided to go back to school to finish my BA.",That's wonderful! It sounds like you're feeling hopeful and ready to take this meaningful step forward. Going back to school takes courage and commitment. How are you feeling about this decision?,31,115,41,1.133,False,False,predicted,Restatement or Paraphrasing,Reflection of feelings,False
875,4,Reflection of feelings,"[seeker] Yes, thank you. I decided to go back to school to finish my BA.",It sounds like you're feeling hopeful and ready to take this step forward with your education. There's a sense of determination in making this commitment to yourself.,27,389,35,1.101,False,False,predicted,Restatement or Paraphrasing,Reflection of feelings,False
889,2,Others,"[seeker] Ok I get it. Don't dump her on her birthday LOL. So I should just start the talk then, may be one evening?","That sounds like a good plan! Choosing a calm evening when you both have time to talk is thoughtful. Just make sure you're in a private, comfortable space where you can both express yourselves openly.",35,126,46,1.106,False,False,predicted,Question,Others,False
889,4,Others,"[seeker] Ok I get it. Don't dump her on her birthday LOL. So I should just start the talk then, may be one evening?",That sounds like a solid plan. An evening conversation when things are calm could work well. Good luck with it—you've got this.,22,349,31,0.899,False,False,predicted,Question,Others,False
892,2,Others,[seeker] Thanks for the kind words. I'll give this a try.,"That's wonderful to hear! I'm really glad you're willing to give it a try. Remember, you're not alone in this, and I'm here whenever you need to talk. How are you feeling right now?",34,110,48,1.126,False,False,predicted,Others,Others,True
892,4,Others,[seeker] Thanks for the kind words. I'll give this a try.,"That sounds like a good plan. I'm rooting for you, and I hope this brings some positive change your way.",20,333,28,0.868,False,False,predicted,Others,Others,True
899,2,Affirmation and Reassurance,[seeker] Yeah it's easier said than done. Btw I heard Biden might forgive student loans! Yay! [seeker] Yeah cuz it bought a lot of items I needed so I'm happy I got them,That's wonderful news about the potential loan forgiveness! And you're absolutely right—getting what you needed was the smart thing to do. You're handling this thoughtfully. Keep that positive outlook!,29,150,43,1.276,False,False,predicted,Others,Affirmation and Reassurance,False
899,4,Affirmation and Reassurance,[seeker] Yeah it's easier said than done. Btw I heard Biden might forgive student loans! Yay! [seeker] Yeah cuz it bought a lot of items I needed so I'm happy I got them,"That's real progress you're making by addressing your immediate needs. Taking action to support yourself, even while managing debt, shows you're being thoughtful about what matters most right now.",29,431,40,1.238,False,False,predicted,Others,Affirmation and Reassurance,False
911,2,Self-disclosure,[seeker] its been very hard on me [seeker] I've spent the last few years wit her [supporter] How have you been coping?,"I hear you. I've seen people go through similar transitions, and it really can shake you to your core. Losing time with someone important—that's genuinely painful. What's been the hardest part for you?",33,127,49,1.224,False,False,predicted,Question,Self-disclosure,False
911,4,Self-disclosure,[seeker] its been very hard on me [seeker] I've spent the last few years wit her [supporter] How have you been coping?,"When I spent years focused on one relationship, it was tough adjusting when things shifted. How are you managing day-to-day right now with everything you're going through?",27,417,39,1.124,False,False,predicted,Question,Self-disclosure,False
918,2,Others,[seeker] i've gone for long runs and swims [seeker] well i'm going to go get ready [seeker] thank you for all your time and advice,"You're so welcome! I'm really glad I could help. Take care of yourself out there, and remember—you've got this. Enjoy your run or swim. Take care!",26,130,41,1.149,False,False,predicted,Question,Others,False
918,4,Others,[seeker] i've gone for long runs and swims [seeker] well i'm going to go get ready [seeker] thank you for all your time and advice,"You're welcome. Take care of yourself out there, and best of luck with everything. Feel free to reach out anytime you need to talk.",24,353,33,1.301,False,False,predicted,Question,Others,False
928,2,Self-disclosure,[seeker] I've looked around and there arn't any good tutoring services for my field of study [seeker] I've tried reaching out for help but Im still doing poorly,I really understand how isolating that feels. I've been there too—struggling to find the right support and watching my performance suffer despite genuine effort. That frustration is so real. What subject are you studying?,34,133,46,1.198,False,False,predicted,Reflection of feelings,Self-disclosure,False
928,4,Self-disclosure,[seeker] I've looked around and there arn't any good tutoring services for my field of study [seeker] I've tried reaching out for help but Im still doing poorly,I've been in that gap where the available resources just don't fit what you actually need. It's frustrating when you're putting in effort but the support isn't matching your specific situation.,31,423,42,1.146,False,False,predicted,Reflection of feelings,Self-disclosure,False
937,2,Self-disclosure,[seeker] yea we all struggle all the time,"You're absolutely right. I think what helps me is remembering that struggle is universal—everyone's dealing with something. When I acknowledge that, it feels less isolating. What matters is how we show up for ourselves.",34,106,48,1.289,False,False,predicted,Question,Self-disclosure,False
937,4,Self-disclosure,[seeker] yea we all struggle all the time,That's real. I've definitely had stretches where it felt like one thing after another kept piling on. But you're still showing up and talking through it—that matters.,27,396,40,1.312,False,False,predicted,Question,Self-disclosure,False
938,2,Others,[seeker] No I feel a little better [seeker] thank you for your time :),"You're so welcome! I'm really glad you're feeling a bit better. Remember, you're doing great, and I'm here anytime you need to talk. Take good care of yourself! 💙",29,114,46,1.147,False,False,predicted,Others,Others,True
938,4,Others,[seeker] No I feel a little better [seeker] thank you for your time :),"You're welcome! I'm glad you're feeling a bit better. Take care of yourself, and feel free to come back anytime you need to talk.",24,337,35,1.018,False,False,predicted,Others,Others,True
944,2,Self-disclosure,[seeker] I think what I do is so complicated I sometimes wonder if I've been off more than I can chew. is this something you can relate to?,I totally understand that feeling. I've seen many people take on ambitious projects and hit that wall of doubt. It's actually pretty common when you're pushing yourself. What specifically feels most overwhelming right now?,34,129,44,1.248,False,False,predicted,Self-disclosure,Self-disclosure,True
944,4,Self-disclosure,[seeker] I think what I do is so complicated I sometimes wonder if I've been off more than I can chew. is this something you can relate to?,"I've definitely taken on projects that felt way over my head at first. That overwhelming feeling of complexity can be paralyzing, but it often means you're challenging yourself to grow. What part feels most tangled right now?",37,419,49,1.223,False,False,predicted,Self-disclosure,Self-disclosure,True
947,2,Self-disclosure,"[seeker] Yes I suppose that is true actually. Just because I'm not good at this job, doesn't mean I wouldn't be great others. I suppose it's best to give it a go and see at least then you can say you tried. have you ever put too much pressure on yourself?","Absolutely, I have. I've learned that perfectionism often makes things harder than they need to be. Sometimes the best growth happens when we give ourselves permission to be imperfect and just try. Your mindset shift here is really healthy.",39,157,53,1.14,False,False,predicted,Self-disclosure,Self-disclosure,True
947,4,Self-disclosure,"[seeker] Yes I suppose that is true actually. Just because I'm not good at this job, doesn't mean I wouldn't be great others. I suppose it's best to give it a go and see at least then you can say you tried. have you ever put too much pressure on yourself?","I've definitely been there—pushing myself so hard that I froze up instead of progressing. Taking that step to try something new, even imperfectly, is often the breakthrough moment.",28,447,43,1.129,False,False,predicted,Self-disclosure,Self-disclosure,True
950,2,Others,[seeker] Hello [seeker] Are you there?,Hi there! I'm absolutely here and ready to listen. How are you doing today? I'm glad you reached out—please feel free to share what's on your mind whenever you're ready.,30,106,43,1.116,False,False,predicted,Others,Others,True
950,4,Others,[seeker] Hello [seeker] Are you there?,"Hey, I'm here! What's on your mind today?",8,329,16,0.847,False,False,predicted,Others,Others,True
959,2,Self-disclosure,[seeker] Perhaps you could tell me what brings you joy?,I find joy in meaningful conversations like this one—when someone opens up and we connect authentically. There's something beautiful about being present for another person. What brings *you* joy? Sometimes naming it helps us remember what matters most.,38,108,51,1.334,False,False,predicted,Self-disclosure,Self-disclosure,True
959,4,Self-disclosure,[seeker] Perhaps you could tell me what brings you joy?,"I find real joy in those moments when someone shares something they've been carrying alone, and you can feel the weight lift a bit. What brings you joy these days?",30,398,37,1.273,False,False,predicted,Self-disclosure,Self-disclosure,True
963,2,Reflection of feelings,[seeker] My boyfriend broke up with me because we kept fighting and now I have no money and no place to stay,"It sounds like you're feeling overwhelmed right now—dealing with a breakup while also facing the stress of financial uncertainty and housing insecurity. That's a lot to carry at once, and those feelings of worry and vulnerability make complete sense.",39,119,52,1.255,False,False,predicted,Others,Reflection of feelings,False
963,4,Reflection of feelings,[seeker] My boyfriend broke up with me because we kept fighting and now I have no money and no place to stay,It sounds like you're feeling overwhelmed—caught between the pain of the breakup and the very real stress of facing financial uncertainty and housing instability all at once.,27,393,37,1.034,False,False,predicted,Others,Reflection of feelings,False
967,2,Affirmation and Reassurance,[seeker] Yeah she is a good friend im happy that I can stay with her for the time being its just stressful trying to get to my mom,"It sounds like you're handling a really tough situation with a lot of care and determination. You're doing your best to navigate this, and that takes real strength. You'll get to your mom—just take it one step at a time.",40,133,52,1.199,False,False,predicted,Providing Suggestions,Affirmation and Reassurance,False
967,4,Affirmation and Reassurance,[seeker] Yeah she is a good friend im happy that I can stay with her for the time being its just stressful trying to get to my mom,"You're showing real resourcefulness by securing a stable place to stay while navigating this challenging situation. That takes thoughtfulness, and it gives you the breathing room to figure out the next step with your mom.",35,414,45,1.191,False,False,predicted,Providing Suggestions,Affirmation and Reassurance,False
982,2,Others,"[seeker] Thank you for saying that. It is tough, but I just want to finally finish my Bachelor's and do something positive. [supporter] And you will succeed in that goal. You have the motivation and the care for it, you just need to focus on managing everything at once!",That's wonderful! It sounds like you've got a clear vision for yourself. I'm really rooting for you on this journey. Feel free to reach out anytime you need to talk things through – I'm always here for you!,38,154,51,1.579,False,False,predicted,Providing Suggestions,Others,False
982,4,Others,"[seeker] Thank you for saying that. It is tough, but I just want to finally finish my Bachelor's and do something positive. [supporter] And you will succeed in that goal. You have the motivation and the care for it, you just need to focus on managing everything at once!","That's great to hear. You've got a solid plan in place, and it sounds like you're ready to make it happen.",21,377,30,0.872,False,False,predicted,Providing Suggestions,Others,False
984,2,Question,[seeker] I am so very angry and disgusted with my life,I hear that you're feeling really angry and disgusted right now. That sounds incredibly heavy. Can you tell me what's been happening that's brought you to this point?,28,108,38,1.032,False,False,predicted,Question,Question,True
984,4,Question,[seeker] I am so very angry and disgusted with my life,What specific areas of your life feel most unbearable to you right now?,13,368,19,0.856,False,False,predicted,Question,Question,True
986,2,Reflection of feelings,[seeker] Yes we should but tell that to him.  If I stand up for myself he ll go into OH Here we go lets play the victim role Poor you only he says my name [seeker] and tell boys what a worthless mom I am and white trash,It sounds like you're feeling trapped—worried that standing up for yourself will be twisted against you and used to hurt your reputation. That fear of being misrepresented is really understandable and painful.,32,151,45,1.341,False,False,predicted,Question,Reflection of feelings,False
986,4,Reflection of feelings,[seeker] Yes we should but tell that to him.  If I stand up for myself he ll go into OH Here we go lets play the victim role Poor you only he says my name [seeker] and tell boys what a worthless mom I am and white trash,"It sounds like you're feeling trapped—standing up for yourself gets twisted into something that makes you look bad, while he controls the narrative and turns your own children against you.",30,425,38,1.286,False,False,predicted,Question,Reflection of feelings,False
997,2,Self-disclosure,[seeker] I agree. I just feel like the behavior is so destructive and erratic.,"I really understand that frustration. I've seen people struggle with patterns that feel chaotic, and it's exhausting to witness. That unpredictability can leave you feeling helpless. How are you holding up with all of this?",35,115,52,1.306,False,False,predicted,Providing Suggestions,Self-disclosure,False
997,4,Self-disclosure,[seeker] I agree. I just feel like the behavior is so destructive and erratic.,I've seen that pattern before—when someone's actions seem so chaotic it's hard to recognize they're struggling underneath. What specifically feels most destructive to you right now?,26,405,39,1.224,False,False,predicted,Providing Suggestions,Self-disclosure,False
1025,2,Reflection of feelings,[seeker] Thank youu [seeker] Not really spoken to anyone [seeker] I just felt anger and called it quits [seeker] And he woudnt stop lying about it [seeker] and feeling entitled,It sounds like you're feeling really hurt and frustrated—maybe even betrayed by the lying and his sense of entitlement. That anger makes complete sense given what you've been through.,29,143,41,1.239,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
1025,4,Reflection of feelings,[seeker] Thank youu [seeker] Not really spoken to anyone [seeker] I just felt anger and called it quits [seeker] And he woudnt stop lying about it [seeker] and feeling entitled,It sounds like you're carrying a lot of frustration—feeling hurt by the dishonesty and a sense that he wasn't taking responsibility for his actions. That's a heavy weight to hold alone.,31,417,44,1.075,False,False,predicted,Affirmation and Reassurance,Reflection of feelings,False
1039,2,Self-disclosure,[seeker] It's great that you understand this. I think being the man puts more pressure on me to look after her and make sure she [seeker] she's safe etc,I really hear that. Many people feel that weight of responsibility. I've noticed that pressure can sometimes make us forget to take care of ourselves too. Have you been able to prioritize your own wellbeing alongside supporting her?,38,132,49,1.156,False,False,predicted,Affirmation and Reassurance,Self-disclosure,False
1039,4,Self-disclosure,[seeker] It's great that you understand this. I think being the man puts more pressure on me to look after her and make sure she [seeker] she's safe etc,I've felt that weight before—that responsibility to be the steady one. It can be exhausting carrying that load. What matters is you're thinking about how to do right by her.,30,422,41,1.159,False,False,predicted,Affirmation and Reassurance,Self-disclosure,False
1044,2,Providing Suggestions,"[seeker] Yes, I think I need to emphasize the friends element of it and potentially support her to move on. I suppose I'm fearful that it will never end but I'll need to face into that and stay strong, and obviously avoid being intimate as this would really hurt her if I continued to sleep with her. I need to be careful about that I think!","That's really insightful self-awareness. Consider having an honest, kind conversation about boundaries soon. Being clear now—even though it's tough—is actually the most compassionate thing you can do for her and yourself.",31,171,49,1.329,False,False,predicted,Reflection of feelings,Providing Suggestions,False
1044,4,Providing Suggestions,"[seeker] Yes, I think I need to emphasize the friends element of it and potentially support her to move on. I suppose I'm fearful that it will never end but I'll need to face into that and stay strong, and obviously avoid being intimate as this would really hurt her if I continued to sleep with her. I need to be careful about that I think!","What if you set a clear boundary conversation with her soon, where you're direct about needing to establish friendship-only terms going forward? That clarity might ease both your minds.",29,477,39,1.388,False,False,predicted,Reflection of feelings,Providing Suggestions,False
1051,2,Self-disclosure,[seeker] I've been struggling with depression for a while. It's hard to deal with. I feel hopeless.,"I really hear you. I've walked alongside many people through that darkness, and what strikes me is how brave it is to name it. That hopelessness is real, but it doesn't have to be permanent. What's been hardest for you lately?",41,120,56,1.281,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
1051,4,Self-disclosure,[seeker] I've been struggling with depression for a while. It's hard to deal with. I feel hopeless.,I've wrestled with those dark patches myself—where everything feels heavy and pointless. What's weighing on you most right now?,19,410,31,0.892,False,False,predicted,Restatement or Paraphrasing,Self-disclosure,False
1067,2,Others,[seeker] It is!,"That's great! I'm glad we're connecting. How are you doing today? Is there anything on your mind that you'd like to talk about, or would you just like to chat for a bit?",33,100,45,1.002,False,False,predicted,Providing Suggestions,Others,False
1067,4,Others,[seeker] It is!,Glad to hear it! Feel free to reach out anytime you need to chat or if anything comes up.,19,323,26,0.981,False,False,predicted,Providing Suggestions,Others,False
1082,2,Reflection of feelings,[seeker] That's true. [seeker] It's crazy we have to experience heart ache. [seeker] To learn...,It sounds like you're feeling the weight of that reality—that heartache seems like such a heavy price to pay just to grow and learn. That frustration makes complete sense.,29,124,39,1.128,False,False,predicted,Providing Suggestions,Reflection of feelings,False
1082,4,Reflection of feelings,[seeker] That's true. [seeker] It's crazy we have to experience heart ache. [seeker] To learn...,There's a heaviness to what you're expressing—that frustration and maybe even resignation about needing to go through pain just to grow. That feels like a lot to carry.,28,398,40,1.218,False,False,predicted,Providing Suggestions,Reflection of feelings,False
1097,2,Question,"[seeker] I been feelinf shame, disgust, and anxiety","I'm here to listen and help. Can you tell me more about what's triggering these feelings for you right now? What situation or thought is bringing up the shame, disgust, and anxiety?",32,109,44,0.982,False,False,predicted,Self-disclosure,Question,False
1097,4,Question,"[seeker] I been feelinf shame, disgust, and anxiety","When did these feelings start to show up, and what was happening in your life around that time?",18,369,23,1.217,False,False,predicted,Self-disclosure,Question,False
1102,2,Providing Suggestions,[seeker] Ya well i just wish i had a way to get in touchwith her and let her know that im sorry not trying to get a second chance since i had my chance already and screwed it up,"Have you considered writing her a heartfelt letter? You could express your genuine remorse without expecting anything in return. Sometimes a thoughtful, honest message—even if she doesn't respond—can bring you both closure.",32,138,48,1.2,False,False,predicted,Others,Providing Suggestions,False
1102,4,Providing Suggestions,[seeker] Ya well i just wish i had a way to get in touchwith her and let her know that im sorry not trying to get a second chance since i had my chance already and screwed it up,"What if you wrote her a letter—not expecting a response, but as a way to genuinely express what you're feeling? Sometimes the act of putting it into words can be meaningful, regardless of the outcome.",35,444,46,1.149,False,False,predicted,Others,Providing Suggestions,False
1104,2,Others,[seeker] Ya your right thank you for your time,"You're very welcome! I'm glad I could help. Remember, you're doing great by reaching out and talking through things. Take care of yourself, and know you can always come back if you need to talk. Wishing you all the best!",40,105,55,1.056,False,False,predicted,Affirmation and Reassurance,Others,False
1104,4,Others,[seeker] Ya your right thank you for your time,"Of course, anytime. I'm glad we could talk through this together. Take care of yourself.",15,328,24,1.166,False,False,predicted,Affirmation and Reassurance,Others,False
1109,2,Information,[seeker] no my doctor prescribed me meds but it's not working. I will try meditation see it works. any more ideas?,"I'm glad you're exploring meditation! A few other evidence-based approaches: therapy (CBT is particularly effective), exercise, consistent sleep routines, and limiting alcohol. Consider discussing these options with your doctor too—sometimes medication adjustments help.",33,118,53,1.172,False,False,predicted,Providing Suggestions,Information,False
1109,4,Information,[seeker] no my doctor prescribed me meds but it's not working. I will try meditation see it works. any more ideas?,Research shows meditation can take 8-12 weeks of consistent practice before you notice measurable changes in anxiety or stress levels. Keeping a daily log during that time helps track subtle improvements you might otherwise miss.,35,399,46,1.304,False,False,predicted,Providing Suggestions,Information,False
1110,2,Self-disclosure,[seeker] hate taking meds. just keep reliving that moment. can't get it out of my head. it's killing,I hear you. I've seen how intrusive those thoughts can feel—like they're on repeat and won't stop. That weight is real. Sometimes our brains get stuck protecting us. Have you talked to your doctor about what you're experiencing?,38,122,54,1.72,False,False,predicted,Providing Suggestions,Self-disclosure,False
1110,4,Self-disclosure,[seeker] hate taking meds. just keep reliving that moment. can't get it out of my head. it's killing,I've wrestled with intrusive thoughts that just loop endlessly—they can feel so exhausting. What you're describing sounds really tough. Have you found anything that even briefly interrupts that cycle?,29,412,44,1.326,False,False,predicted,Providing Suggestions,Self-disclosure,False
1112,2,Affirmation and Reassurance,"[seeker] I will take your advice and right down my thoughts , maybe it will help the pain [seeker] I have, I've been seeing a therapist. his not much help I think but it's someone I can talk too","I'm glad you're already seeing a therapist—that takes real courage. Writing things down is a wonderful step too. These efforts show your commitment to healing. Be patient with yourself; progress often comes slowly, and you're doing important work.",38,150,53,1.417,False,False,predicted,Others,Affirmation and Reassurance,False
1112,4,Affirmation and Reassurance,"[seeker] I will take your advice and right down my thoughts , maybe it will help the pain [seeker] I have, I've been seeing a therapist. his not much help I think but it's someone I can talk too","Writing things down takes real courage—you're actively trying to process what you're feeling. Continuing with therapy, even when progress feels slow, shows you're committed to your healing.",27,431,40,1.066,False,False,predicted,Others,Affirmation and Reassurance,False
1125,2,Question,"[seeker] not at all, so heart broken","I'm truly sorry you're going through this. To better understand what you're experiencing, can you tell me what happened? Sometimes sharing the details can help us work through it together.",30,104,40,0.92,False,False,predicted,Question,Question,True
1125,4,Question,"[seeker] not at all, so heart broken",What happened that's left you feeling this way right now?,10,364,15,0.847,False,False,predicted,Question,Question,True
1140,2,Question,"[seeker] Hi, my girlfriend just broke my heart [supporter] That stinks.  I understand how that can hurt.",I'm really sorry you're going through this. Can you tell me what happened? Sometimes it helps to talk about it. How are you holding up right now?,27,120,36,1.164,False,False,predicted,Question,Question,True
1140,4,Question,"[seeker] Hi, my girlfriend just broke my heart [supporter] That stinks.  I understand how that can hurt.",What happened between you two that led to the breakup?,10,380,15,0.708,False,False,predicted,Question,Question,True
1141,2,Restatement or Paraphrasing,[seeker] we've been together for 5 years.,So you and this person have been together for five years. That's a meaningful amount of time you've shared. I'm here to listen and understand what's on your mind.,29,117,39,0.981,False,False,predicted,Question,Restatement or Paraphrasing,False
1141,4,Restatement or Paraphrasing,[seeker] we've been together for 5 years.,You've built a significant relationship over that five-year period together.,10,388,17,0.88,False,False,predicted,Question,Restatement or Paraphrasing,False
1147,2,Self-disclosure,[seeker] yes I do. I like playing basketball with friends,That's great! I really appreciate how sports bring people together. I find that playing team games creates such meaningful connections—there's something special about working toward something with friends that just builds bonds.,32,108,42,1.208,False,False,predicted,Others,Self-disclosure,False
1147,4,Self-disclosure,[seeker] yes I do. I like playing basketball with friends,Basketball's great for that—I used to play pickup games and there's something about the team dynamic that just makes everything else fade away for a bit. What position do you usually play?,32,398,41,1.31,False,False,predicted,Others,Self-disclosure,False
1149,2,Providing Suggestions,"[seeker] yes it will. but damn it sucks . I will take your advice [seeker] two more to go [supporter] Glad to hear it.  Also, once you feel you're ready, there are plenty of ways to meet new girls.  There's the obvious places like online dating or bars, but also some not so obvious like the farmers market or shopping","That's great you're staying positive! When you're ready, joining a hobby group or class—like cooking, sports, or art—is a natural way to meet people who share your interests. Low pressure, genuine connections.",32,173,49,1.272,False,False,predicted,Affirmation and Reassurance,Providing Suggestions,False
1149,4,Providing Suggestions,"[seeker] yes it will. but damn it sucks . I will take your advice [seeker] two more to go [supporter] Glad to hear it.  Also, once you feel you're ready, there are plenty of ways to meet new girls.  There's the obvious places like online dating or bars, but also some not so obvious like the farmers market or shopping","When you're feeling ready, consider joining a group or class based on something you genuinely enjoy—maybe a hobby or interest. That way you'd naturally meet people who share what matters to you.",32,479,43,1.146,False,False,predicted,Affirmation and Reassurance,Providing Suggestions,False
1173,2,Others,"[seeker] Yes exactly, thank you :)",You're so welcome! I'm really glad I could help. Feel free to reach out anytime you need to talk things through. I'm here for you. Take care of yourself! 😊,30,104,44,1.034,False,False,predicted,Question,Others,False
1173,4,Others,"[seeker] Yes exactly, thank you :)",You're welcome! Glad that resonated with you. Wishing you all the best moving forward.,14,327,32,1.065,True,False,predicted,Question,Others,False
1177,2,Restatement or Paraphrasing,[seeker] my friend stood me up and i went alone on a trip she was to go with me. I eneded up flipping all the cost and she is bad mouthing me she stood me up because she was drunk she has a drinking problem [seeker] not good [seeker] since i told her that drinking is more important to her now she is talking bad about me but she is the one with the problem.,"So if I'm hearing you right, your friend ditched you for a trip you'd planned together, you covered all the costs alone, and now she's spreading negativity about you instead of taking responsibility for her drinking problem. That sounds really frustrating.",41,193,55,1.324,False,False,predicted,Reflection of feelings,Restatement or Paraphrasing,False
1177,4,Restatement or Paraphrasing,[seeker] my friend stood me up and i went alone on a trip she was to go with me. I eneded up flipping all the cost and she is bad mouthing me she stood me up because she was drunk she has a drinking problem [seeker] not good [seeker] since i told her that drinking is more important to her now she is talking bad about me but she is the one with the problem.,"So your friend cancelled last minute due to drinking, left you covering all the expenses, and now she's speaking negatively about you instead of acknowledging her drinking issue?",28,464,37,1.228,False,False,predicted,Reflection of feelings,Restatement or Paraphrasing,False
1178,2,Question,[seeker] my friend stood me up and i went alone on a trip she was to go with me. I eneded up flipping all the cost and she is bad mouthing me she stood me up because she was drunk she has a drinking problem [seeker] not good [seeker] since i told her that drinking is more important to her now she is talking bad about me but she is the one with the problem. [supporter] It sounds like you are very stressed out by the situation.,That sounds really frustrating. Can you tell me more about what she's been saying about you? And how are you feeling about the friendship right now—do you want to try working things out with her?,35,198,45,1.1,False,False,predicted,Providing Suggestions,Question,False
1178,4,Question,[seeker] my friend stood me up and i went alone on a trip she was to go with me. I eneded up flipping all the cost and she is bad mouthing me she stood me up because she was drunk she has a drinking problem [seeker] not good [seeker] since i told her that drinking is more important to her now she is talking bad about me but she is the one with the problem. [supporter] It sounds like you are very stressed out by the situation.,"When your friend started talking badly about you, what specifically did she say or do that hurt you the most?",20,458,25,0.937,False,False,predicted,Providing Suggestions,Question,False
1184,2,Self-disclosure,[seeker] yes i was I ended up going alone,I totally understand that feeling. I've been there too—showing up alone to something you'd hoped to share with someone else can feel really vulnerable. How did it end up going for you?,32,106,42,1.374,False,False,predicted,Question,Self-disclosure,False
1184,4,Self-disclosure,[seeker] yes i was I ended up going alone,"I've done solo trips before, and there's something both lonely and freeing about it. How are you feeling about going alone? Sometimes those experiences turn out differently than we expect.",30,396,40,1.256,False,False,predicted,Question,Self-disclosure,False
1196,2,Question,[seeker] i am. but i have a hard time focusing as of late.,"I'd like to understand better. When did you first notice this difficulty focusing? And have there been any changes in your life recently—like stress, sleep, or your daily routine—that might be connected to it?",34,111,47,1.324,False,False,predicted,Providing Suggestions,Question,False
1196,4,Question,[seeker] i am. but i have a hard time focusing as of late.,What's been making it difficult for you to concentrate lately?,10,371,15,0.882,False,False,predicted,Providing Suggestions,Question,False
1204,2,Self-disclosure,[seeker] that's a great idea,"I'm glad that resonates with you. I've found that when we take small steps toward change, it often feels less overwhelming than we expected. You've got this, and I'm here to support you along the way.",36,103,49,1.305,False,False,predicted,Providing Suggestions,Self-disclosure,False
1204,4,Self-disclosure,[seeker] that's a great idea,"I've found that when someone suggests something practical like that, it actually makes a real difference. What aspect feels most doable to you right now?",25,393,33,1.018,False,False,predicted,Providing Suggestions,Self-disclosure,False
1237,2,Providing Suggestions,"[seeker] Never thought of it that way. That could be a possibility. But he always seems happy and we chat a lot onlythat he his behind closed doors in his room for a long time everyday. [seeker] Am also concerned about the friend who comes over. I don't really know his family or home just that he's from the neighborhood and they go to the same school. [supporter] Hmm.  My other thought is tell him what you just told me, that you have been trying to show him that you trust him....but be honest and tell him you are afraid.   Hopefully, he won't want you feeling that way, and will open up a bit.",Maybe you could also suggest spending time together doing something he enjoys? This might help him open up naturally while also letting you get to know his friend better over time.,31,239,36,1.082,False,False,predicted,Self-disclosure,Providing Suggestions,False
1237,4,Providing Suggestions,"[seeker] Never thought of it that way. That could be a possibility. But he always seems happy and we chat a lot onlythat he his behind closed doors in his room for a long time everyday. [seeker] Am also concerned about the friend who comes over. I don't really know his family or home just that he's from the neighborhood and they go to the same school. [supporter] Hmm.  My other thought is tell him what you just told me, that you have been trying to show him that you trust him....but be honest and tell him you are afraid.   Hopefully, he won't want you feeling that way, and will open up a bit.","Perhaps starting with a conversation where you mention noticing he spends a lot of time alone, and that you'd like to know more about his friend—this might create an opening for him to share what's really going on.",38,545,49,1.766,False,False,predicted,Self-disclosure,Providing Suggestions,False
1248,2,Providing Suggestions,"[seeker] Yes, I had a bad sleeping schedule, when I would go to sleep around 2-3am. I now get around 8 hours of sleep but I feel like it isn't enough still. [seeker] Would this relate to a health problem of not being active or maybe stress? [supporter] I used to be a night owl, going to bed early in the morning.  I reset my schedule very gradually.  I went to bed 15 minutes earlier, and set an alarm for 8 hours later.  I did that for 3 days, then I would ratchet it back another 15 minutes.   It was a gradual process and the only way I could fix it.","That gradual approach sounds really helpful! Have you tried incorporating some light exercise during the day? Even a 20-minute walk can boost sleep quality and energy levels. Combined with your improved schedule, it might make that 8 hours feel more restorative.",41,247,57,2.128,False,False,predicted,Question,Providing Suggestions,False
